initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
59,1022,1,1,1,702756.211543208,0.25,37714.21,702756.211543208
51,1132,2,1,2,103788.12595558164,0.08,16841.86,112299.6413193206
36,660,1,1,1,46746.80112384897,0.33,46655.02,92746.80112384897
40,660,1,1,1,490736.3846669728,0.14,260475.16,490736.3846669728
40,1167,1,1,1,49116.999765558765,0.07,143663.55,49116.999765558765
51,1178,3,1,3,130010.18596777368,0.05,67370.2,130010.18596777368
51,1178,3,1,2,89972.13000578225,0.17,235042.45,89972.13000578225
59,639,1,1,1,-223904.55036139148,0.08,54458.67,-223904.55036139148
62,1087,1,1,1,265156.64140469953,0.12,17154.17,265156.64140469953
61,1010,1,1,1,69140.42849402536,0.34,35115.42,69140.42849402536
55,1087,1,1,1,-49733.02375793805,0.15,33258.32,-35329.162148096504
48,597,1,1,1,178864.87897499977,0.28,37950.46,233864.87897499977
50,644,3,1,3,-170750.07654375417,0.06,56951.34,-170750.07654375417
55,644,2,1,3,-66190.54275661707,0.24,186801.31,-66190.54275661707
48,627,1,1,1,-50005.68748294656,0.07,54208.83,-35879.81290523421
41,662,1,1,1,159047.9441676136,0.3,89847.51,159047.9441676136
44,783,1,1,1,148327.58203788952,0.13,28625.5,200214.051847778
44,606,3,1,3,16830.802933907078,0.01,131859.5,16830.802933907078
36,552,1,1,1,-118689.1278169155,0.05,138223.69,-118689.1278169155
51,638,1,1,1,-348696.49685484165,0.25,75202.14,-348696.49685484165
35,618,1,1,1,34385.54537214486,0.02,35785.18,54292.122975781866
41,779,1,2,1,560285.8154116541,0.06,68444.01,574723.260157913
46,684,1,1,1,40364.34946766907,0.17,18115.75,75857.69888190989
49,673,2,1,2,750907.7114490707,0.08,27662.4,758225.5360521738
48,673,3,1,3,261261.66221740848,0.21,10511.06,281804.15251448867
51,540,1,1,1,3004.263194520648,0.18,85230.94,3004.263194520648
38,737,1,4,1,19946.783496710766,0.24,99542.84,19946.783496710766
38,476,1,1,1,-182480.13321458877,0.2,138711.12,-182480.13321458877
36,476,1,1,1,120656.15591353764,0.29,78277.15,120656.15591353764
51,570,1,1,1,26824.393130395096,0.13,30562.45,51923.50566510437
54,1045,1,1,1,-37926.05056188589,0.31,76614.87,-37926.05056188589
48,1073,2,1,5,-168805.05720989962,0.18,51693.86,-168805.05720989962
52,1045,3,1,3,-27679.961603262866,0.17,47168.67,-27679.961603262866
55,1016,1,1,1,314075.68983971095,0.03,120990.51,314075.68983971095
48,1129,2,1,3,263950.7865675243,0.24,12578.85,292046.46092777525
41,538,1,1,1,105028.952859709,0.22,30473.25,194229.49986226598
36,1310,2,2,5,120002.1289079954,0.08,76906.71,120002.1289079954
51,562,1,1,1,-68728.32820309403,0.05,94323.36,-68728.32820309403
55,1130,2,1,5,119519.85047321008,0.14,28684.67,121838.82118011115
55,580,3,1,3,83855.38025015354,0.05,65900.21,83855.38025015354
44,622,1,1,1,51298.105102121815,0.27,46789.56,81298.10510212182
51,1078,3,1,5,15472.893393787492,0.25,47408.93,15472.893393787492
56,1078,3,1,5,1458.0967286586197,0.12,36793.27,1458.0967286586197
47,554,1,1,1,-119675.420757836,0.14,31115.7,-74406.2808285098
60,555,1,1,1,-203421.30436076247,0.3,10902.71,-203421.30436076247
38,1018,1,1,1,-233554.2915793997,0.23,79801,-233554.2915793997
57,1022,1,1,1,-57759.187110545965,0.32,23848.61,-47759.187110545965
47,1101,3,1,3,-220487.7321190044,0.09,162445.18,-220487.7321190044
39,587,2,1,5,-46590.79002641167,0.25,3512.2,-28166.850122084314
54,552,1,1,1,12738.947089046867,0.28,151680.2,12738.947089046867
38,490,1,1,1,148716.8754876472,0.29,37511.48,253716.8754876472
42,622,3,1,3,-87319.2218365121,0.01,102367.06,-87319.2218365121
40,622,1,1,1,-154400.07158454257,0.24,6432.12,-124373.30117075643
54,562,1,1,1,5995.414250569724,0.2,105091.77,5995.414250569724
60,1100,3,1,3,-25169.593133640046,0.12,146662.95,-25169.593133640046
63,1100,1,1,1,80689.85214355351,0.28,23625.22,80689.85214355351
51,1120,1,1,1,-153741.02552210644,0.17,33950.93,-117604.3577526397
52,597,1,1,1,625366.9964248542,0.29,42009.4,639366.9964248542
46,527,3,3,3,191472.0032069398,0.26,97277.65,191472.0032069398
48,527,3,1,2,91189.57688503971,0.09,36973.68,91189.57688503971
36,555,1,1,1,32267.21739622566,0.28,65305.5,55267.217396225664
37,555,3,1,5,-274748.97017215507,0.13,7334.41,-251625.89753729585
47,633,1,1,1,314660.7104008498,0.22,222515.06,314660.7104008498
45,633,1,1,1,90327.25258269176,0.24,22962.6,155106.55765227176
52,642,1,1,1,25261.967311029635,0.25,97435.72,25261.967311029635
47,644,3,1,3,76188.82163127513,0.12,52309.93,76188.82163127513
49,635,1,1,1,-20482.308207947037,0.07,24589.7,-6252.683998952349
47,673,1,1,1,332139.193064511,0.12,92599.2,332139.193064511
43,616,1,1,1,183119.98559890792,0,17336.99,183119.98559890792
62,597,1,4,1,758876.8866614051,0.35,35120.43,758876.8866614051
48,580,3,1,3,4445.998604769367,0.33,42663.7,4445.998604769367
48,538,1,1,1,97652.4644945657,0.3,28796.1,152652.4644945657
55,509,1,3,1,-195288.8951481929,0.28,18334.83,-180466.3667084337
44,736,3,1,5,-281633.040709228,0.05,64018.25,-281633.040709228
54,736,3,2,3,-90335.6877393574,0.23,183635.36,-90335.6877393574
43,1103,3,1,5,62183.09925653021,0.3,8460.37,100844.69003179335
58,1039,2,1,5,-9471.2406363478,0.05,36238.44,-9471.2406363478
35,543,3,1,1,-210904.35762495847,0.12,339705.11,-210904.35762495847
50,538,1,3,1,-230013.39705676248,0.26,22323.32,-188729.9843973418
37,996,3,3,5,-6895.726167278801,0.03,25944.39,654.5305344509516
53,1045,1,1,1,178004.06626717185,0.31,247583.25,178004.06626717185
45,554,1,1,1,-270397.4309362628,0.07,5117.86,-265844.7843425529
46,508,1,1,1,-58058.52741226263,0.14,11368.36,-39715.64432643204
58,1120,1,1,1,56058.04143199587,0.19,65694.23,57058.04143199587
41,645,1,2,1,-166854.81715938306,0.12,52350.78,-131599.57742111836
43,565,3,2,5,-271968.9145275914,0.01,53564.44,-271968.9145275914
52,542,1,1,1,-148703.41904567147,0.33,241697.38,-148703.41904567147
51,554,1,1,1,37574.987871558726,0.2,126076.71,37574.987871558726
63,543,3,1,2,-21654.97438855297,0.09,32952.39,-21654.97438855297
41,1018,1,1,1,46868.52983256556,0.33,22290.47,136840.24981918692
57,1045,1,1,1,44349.96637664736,0.03,118125.22,44349.96637664736
46,1103,1,1,1,156935.72158754352,0.28,24360.85,221359.06146684434
39,543,3,1,3,37163.78093406185,0.18,97928.31,37163.78093406185
37,598,2,4,4,24850.163484583303,0.05,26690.77,37795.94001320391
53,531,2,3,5,74829.43741485158,0.05,45733.38,74829.43741485158
43,440,1,3,1,-36092.50902811403,0.02,37032.6,-24810.581432796018
52,1036,3,1,5,37816.97623589634,0.29,105943.38,37816.97623589634
50,718,3,2,3,-438889.795713432,0.01,28294.72,-438478.32956078375
54,911,3,3,5,-147421.74267589193,0.21,100951.28,-147421.74267589193
53,712,2,2,5,98670.15135988788,0.25,19414.07,120649.06490828271
40,650,3,2,4,-143557.93643405108,0.31,123091.07,-143557.93643405108
58,524,2,3,3,-42922.47058334944,0.29,86223.91,-42922.47058334944
63,1029,3,1,3,-46497.42516083775,0.34,17662.16,-46497.42516083775
50,552,1,1,1,93120.5263018752,0.28,69143.68,102120.5263018752
57,1119,2,1,1,-297203.30211512576,0.31,32083.35,-293203.30211512576
56,1094,1,1,1,61629.04579988494,0.3,132195.26,61629.04579988494
42,538,1,1,1,57670.43960079092,0.1,16035.6,84255.12313846228
43,490,1,1,1,457427.87355831976,0.26,22836.25,534315.2085221019
48,587,1,1,1,55512.06452411068,0.35,57398.43,66512.06452411068
42,538,1,1,1,-88830.27610566483,0.22,23783.15,-10785.872940722329
42,568,3,4,5,5715.076796438714,0.19,99105.15,5715.076796438714
50,656,1,4,1,-6224.961775319302,0.04,48209.21,-616.4360402249486
50,514,1,4,1,743928.3544724598,0.1,81024.29,743928.3544724598
42,1111,1,1,1,-92140.52521535275,0.18,39991.25,-7275.210040140155
51,593,1,1,1,109761.1128225796,0.17,9101.16,119535.1169546454
60,1206,3,1,3,39145.71875848258,0.21,62490.62,39145.71875848258
55,1094,1,1,1,-148255.15977198022,0.31,2729.51,-145812.1018877515
42,986,2,1,5,90151.30055335427,0.29,150004.65,90151.30055335427
63,1035,2,1,3,67719.83564558993,0.01,16163.9,67719.83564558993
55,1119,2,1,3,-6712.392893122502,0.12,47150.36,-6712.392893122502
55,1022,3,1,3,-23431.642002444576,0.28,46221.9,-23431.642002444576
59,1022,3,1,3,-195586.98930465768,0.23,64442.54,-195586.98930465768
39,438,1,3,1,-124292.06715200056,0.23,36092.29,-24292.067152000556
61,562,1,1,1,100266.00908749492,0.17,74659.72,100266.00908749492
48,622,1,1,1,257654.49872690736,0.12,111567.36,257654.49872690736
56,826,1,2,1,127492.25734934906,0.22,140574.15,127492.25734934906
52,757,2,2,5,126295.10852336723,0.25,141397.52,126295.10852336723
60,688,2,2,3,118749.05430453268,0.24,139205.46,118749.05430453268
61,1100,3,1,3,-140704.39566811922,0.28,106848.77,-140704.39566811922
61,1225,2,1,3,20034.431549686986,0.17,115671.93,20034.431549686986
40,741,1,2,1,-157557.82860797676,0.14,12495.31,-123531.24752826012
56,1091,1,1,1,135223.365934595,0.11,54464.51,140299.46273573197
43,613,1,4,1,459638.5318106032,0.29,48634.8,491638.5318106032
43,622,1,1,1,16284.068913186857,0.13,63209.29,32284.068913186857
49,562,1,1,1,462370.51444357616,0.12,45272.88,480098.4808444622
47,562,1,1,1,-185366.5307280408,0.29,76701.22,-185366.5307280408
52,1044,1,1,1,75621.40314995183,0.25,91721.72,75621.40314995183
54,1175,2,1,3,109133.70880653703,0.32,38136.5,109133.70880653703
61,1225,2,1,3,281076.42314722046,0.35,72258.8,281076.42314722046
51,556,1,1,1,252596.0821293324,0.06,68046.29,257754.45278536837
44,617,3,4,3,93940.90749503922,0.02,78419.72,93940.90749503922
49,1054,3,1,5,84497.25880733637,0.15,70751.17,84497.25880733637
62,1225,2,1,3,37559.98099151245,0.18,154245.89,37559.98099151245
54,1175,2,1,4,55731.268144611335,0.05,67677.06,55731.268144611335
52,439,3,3,5,8259.329119481701,0.22,46528.68,8259.329119481701
52,1044,3,1,5,-175075.583527009,0.33,37528.86,-175075.583527009
40,512,1,3,1,-278546.28799143166,0.1,127527.47,-278546.28799143166
54,1295,2,1,5,469495.0342414016,0.2,51851.13,469495.0342414016
56,1246,2,1,3,-144473.83190149878,0.34,140970.62,-144473.83190149878
45,498,1,3,1,-36034.22448736594,0.2,14105.8,-182.89917251385486
48,597,1,1,1,40475.94567110426,0.21,65755.32,51475.94567110426
53,1163,2,1,3,-271046.3702498529,0.3,71894.66,-271046.3702498529
40,786,2,2,5,-194548.4509233277,0.04,69799.71,-194548.4509233277
42,1328,2,1,5,399274.0824614668,0.14,111928.37,399274.0824614668
35,644,3,2,5,4946.818149043676,0.15,13929.4,63061.661096340846
46,1313,3,3,4,-120127.32416272904,0.19,87943.32,-120127.32416272904
59,1178,2,1,3,-22302.427043097618,0.19,58108.61,-22302.427043097618
41,638,1,1,1,136252.5740927835,0.1,24727.93,180722.99108780088
53,570,3,1,1,-153700.70673226664,0.09,80986.93,-153700.70673226664
57,532,1,1,1,106178.72750978904,0.32,129897.66,106178.72750978904
47,787,1,2,1,-48940.347758923024,0.35,64677.07,-36940.347758923024
35,1319,1,1,1,163452.2151634991,0.13,20132.08,236246.18416063942
37,703,1,1,1,378165.325088146,0.03,40732.36,407799.84088012157
62,1010,3,1,3,-102954.47278495682,0.04,150858.46,-102954.47278495682
45,497,1,1,1,93633.99268796496,0.2,30721.9,161307.95780737547
55,1178,2,1,5,108118.48966785302,0.28,39430.66,108118.48966785302
46,787,3,2,5,281483.2039151497,0.18,122373.41,281483.2039151497
43,1286,1,1,1,-321375.5199425517,0.09,62374.45,-306308.6946208418
60,1113,3,1,3,10702.22647311014,0.21,12606.22,10702.22647311014
50,1234,2,3,3,214812.4051624134,0.1,104651.69,214812.4051624134
60,1237,2,1,3,497300.8129260834,0.21,48701.35,497300.8129260834
50,1210,3,3,3,30807.43604254587,0.28,121185.12,30807.43604254587
42,517,3,3,5,12854.903879413454,0.33,84768.04,12854.903879413454
62,1010,1,1,1,196150.660237253,0.18,25485.91,196150.660237253
54,1068,3,1,2,4594.730358847468,0.01,26298.14,4982.911499379385
44,1110,2,1,5,100256.2812200417,0.04,11456.3,106645.71037702545
48,1263,2,1,5,82760.68220583365,0.29,163000.57,82760.68220583365
46,554,3,1,5,67359.72585590923,0.22,32975.15,80340.37341406204
46,554,2,1,5,63971.96377250576,0.07,59273.98,63971.96377250576
46,505,3,3,5,-65690.19919158524,0.22,41056.23,-65690.19919158524
53,525,3,4,3,58147.53185462931,0.15,62003.9,58147.53185462931
53,525,3,4,3,112572.49924892175,0.25,42665.15,112572.49924892175
45,477,2,3,5,25205.339009941206,0.02,116345.37,25205.339009941206
42,1110,2,1,4,13226.710705111958,0.25,20170.29,89891.64158311363
47,1019,1,1,1,67117.88461049927,0.22,22849.72,118669.13874992362
52,1120,1,1,1,183221.4082930538,0.04,11070.9,185614.3117425384
59,1147,1,1,1,-114831.65656834091,0.19,87057.32,-114831.65656834091
51,614,1,1,1,138128.14882682273,0.03,97941.93,138128.14882682273
50,614,3,1,3,-183575.45144607252,0.02,90524.18,-183575.45144607252
47,1039,3,1,3,42539.58060001989,0.21,69312.69,42539.58060001989
62,1046,2,1,3,-86381.5555000162,0.24,39091.47,-86381.5555000162
46,554,3,1,3,-96183.32726399064,0.22,23818.89,-72942.6975895965
40,1103,3,1,4,94701.62924270816,0.16,114867.14,94701.62924270816
55,1016,3,1,2,-40278.14823317776,0.34,31487.57,-36278.14823317776
53,748,1,2,1,21041.08783407885,0.2,22294.9,41233.35785968845
54,1045,3,1,3,164779.85383744998,0.28,68448.41,164779.85383744998
56,1016,1,1,1,-3612.865444634094,0.14,39361.71,8059.681015837188
50,561,2,1,3,30508.70130915795,0.24,101742.34,30508.70130915795
41,1037,3,3,3,-97178.25272364174,0.13,13526.91,-65553.62717430171
38,543,1,1,1,115114.14885848976,0.14,74166.12,115114.14885848976
37,490,1,1,1,66164.41916895357,0.33,30207.63,176164.41916895355
61,1094,2,1,3,34257.68942498044,0.27,101550.84,34257.68942498044
61,1094,3,1,3,-239755.6328019988,0.08,50015.81,-239755.6328019988
52,1142,3,1,3,-204677.99181400143,0.25,8534.84,-193148.3013209073
58,1233,2,1,3,4683.250584771402,0.24,25143.12,6314.6635001892
39,920,3,1,3,-252834.99957212724,0,38101.72,-252834.99957212724
59,1022,3,1,3,26815.47813686488,0.05,29207.87,26815.47813686488
52,656,3,4,1,16828.94235015172,0.23,80949,16828.94235015172
37,538,1,1,1,151852.0771200458,0.08,17634.05,186064.1242950838
40,490,1,1,1,8461.19080297565,0.22,122494.29,8461.19080297565
37,539,2,1,5,322777.5844795436,0,5699.81,322777.5844795436
60,454,1,3,1,330272.32268443936,0.05,91423.21,330272.32268443936
48,1129,2,1,5,25456.71974610491,0.16,78130.74,25456.71974610491
50,656,3,4,1,-85439.90189713244,0.12,73754.16,-85439.90189713244
49,587,1,1,1,92624.5200745192,0.32,23258.98,142624.5200745192
49,1101,1,1,1,85030.30551963976,0.1,154689.92,85030.30551963976
40,490,1,1,1,-64089.233827974604,0.29,80642.61,-64089.233827974604
63,1035,2,1,5,105831.1621863228,0.29,100605.77,105831.1621863228
46,1101,3,1,3,11510.498028406868,0.33,59728.89,11510.498028406868
55,497,1,3,1,23052.8831853108,0.04,91422.04,23052.8831853108
60,488,1,3,1,73792.59163255578,0.04,33090.43,73792.59163255578
56,1022,3,1,3,26446.33887074698,0.21,63587.83,26446.33887074698
61,674,3,2,3,-87452.69408578658,0.29,77109.09,-87452.69408578658
57,704,2,2,2,314188.3421066671,0.27,106811.8,314188.3421066671
43,1008,3,1,3,-153229.42105704578,0.26,42603.78,-153229.42105704578
52,1036,2,1,3,-67740.48565648792,0.14,49114.02,-67740.48565648792
50,1036,3,1,3,-90747.700431009,0.05,82898.15,-90747.700431009
56,1091,3,1,5,141455.2335449851,0.13,17048.2,146149.6920235716
62,1100,3,1,3,78331.68842699061,0.01,118291.56,78331.68842699061
45,750,3,2,5,-154206.364688883,0.04,41563.21,-154206.364688883
42,518,3,1,5,-91145.9680928217,0.05,89562.19,-91145.9680928217
41,518,3,1,5,118922.36158381571,0.17,117213.14,118922.36158381571
44,1445,2,1,5,128137.59812889207,0.27,52300.48,128137.59812889207
50,1383,2,1,5,-56659.92469910994,0.32,103817.02,-56659.92469910994
50,1383,2,1,5,211025.85559480253,0.33,13751.17,244021.17300248373
50,1383,2,1,5,-56881.50825934375,0.03,46225.71,-56881.50825934375
50,1383,2,1,5,239707.9208344368,0.3,33909.14,248707.9208344368
46,795,2,2,5,170053.1185010017,0.21,25405.47,193534.46798611854
49,826,1,2,1,-29321.748516339943,0.08,36218.46,-5368.626437769035
56,1091,1,1,1,43732.68425446778,0.09,60603.16,46043.31949826993
51,1044,1,1,1,19200.684732847527,0.17,93943.03,19200.684732847527
55,556,1,1,1,46508.9224176532,0.35,19098.29,65667.71260617359
48,1054,3,1,5,49968.25968154924,0.03,145335.53,49968.25968154924
47,1054,2,1,3,536981.8757807086,0.29,22009.57,560353.3936130718
62,1100,1,1,1,-162735.3952764927,0,36153.35,-162735.3952764927
49,1054,3,1,5,64530.09564521512,0.09,47302.27,64530.09564521512
62,851,1,4,1,181287.44667073112,0.05,33134.57,181287.44667073112
62,1225,2,1,3,211062.49915646116,0.3,39494.01,211062.49915646116
53,1044,1,1,1,-107472.43480680084,0.15,71986.95,-107472.43480680084
57,1091,3,1,3,-43459.94829417793,0.31,225872.19,-43459.94829417793
60,1100,3,1,2,-95152.38133024635,0.11,105835.25,-95152.38133024635
59,1044,1,1,1,133303.83760140088,0.05,173512.52,133303.83760140088
46,826,3,2,2,-65922.67110381185,0.18,153041.11,-65922.67110381185
59,692,1,4,1,54758.26647978998,0.01,97149.1,54758.26647978998
36,747,3,4,5,510137.4486198797,0.2,85542.09,510137.4486198797
36,1144,2,1,5,139454.6084447283,0,40996.37,139454.6084447283
36,1196,3,1,3,77233.48740044663,0.16,209500.22,77233.48740044663
39,1144,2,1,5,223377.30913230413,0.3,3810.59,247364.35354664185
43,1144,2,1,5,-16805.414481855,0.08,36757,-16805.414481855
46,1234,3,1,5,134044.90698534812,0.24,99332.02,134044.90698534812
37,1366,1,1,1,444127.6633133956,0.25,88294.33,444127.6633133956
51,570,1,1,1,-145198.37185827448,0.09,126363.71,-145198.37185827448
58,580,1,1,1,56540.4561877801,0.27,62159.81,57540.4561877801
60,1087,1,1,1,291985.0441647802,0.02,33107.22,291985.0441647802
41,638,1,1,1,531965.4296469628,0.32,130007.51,531965.4296469628
53,570,1,1,1,-43512.56887976861,0.08,21810.41,-35611.17998653732
54,1068,1,1,1,-97315.88128286596,0.32,46042.41,-87315.88128286596
39,1144,2,1,5,696105.132960833,0.2,68823.63,696105.132960833
51,570,1,1,1,-91739.05681667475,0.17,125070.59,-91739.05681667475
62,1010,3,1,3,-187657.024056192,0.11,50666.05,-187657.024056192
37,1196,3,1,5,-101868.06497090372,0.03,71043.04,-101868.06497090372
49,595,1,3,1,88987.34618316071,0.03,45527.93,93503.83887200487
49,1166,1,3,1,-237857.07860374448,0.16,30376.74,-197677.69154151113
44,528,3,3,3,1354.9565438251095,0.31,85018.73,1354.9565438251095
50,584,3,3,5,53722.83105119225,0.27,207215.08,53722.83105119225
42,513,2,3,3,53870.58329219766,0.23,186785.39,53870.58329219766
43,513,3,1,3,-140165.73197437686,0.04,10844.63,-133558.13053899218
49,482,1,3,1,-252502.5456151364,0.21,76009.52,-252502.5456151364
54,554,1,1,1,108507.61741498804,0.23,24259.65,129097.87474267525
60,502,3,3,4,-88189.71521388735,0.06,23350.74,-88189.71521388735
36,619,1,3,1,4040.230324418517,0.04,34602.72,40019.2512130577
40,639,2,3,3,-41195.33235793189,0.28,125493.61,-41195.33235793189
37,650,3,3,5,3680.825566357181,0.01,35278.79,5391.946420270857
45,532,1,3,1,91549.15366604856,0.08,95861.7,91549.15366604856
57,579,1,3,1,89139.64026112373,0.22,119822.26,89139.64026112373
50,561,1,3,1,596597.8260449981,0.15,202918.4,596597.8260449981
63,560,1,3,1,54232.108304012334,0.08,16067.41,54232.108304012334
44,518,1,3,1,13847.095008271815,0.13,74421.04,13847.095008271815
44,593,3,3,3,5093.211245107152,0.33,28804.48,20093.21124510715
39,593,2,4,3,41387.24428921191,0.03,11658.41,48726.023808146216
41,597,2,3,5,72423.47395988558,0.04,97802.57,72423.47395988558
51,531,1,3,1,209750.67699138937,0.1,137915.54,209750.67699138937
50,610,1,1,1,-142146.00592517023,0.25,64404.43,-133146.00592517023
49,679,1,1,1,113322.44875830469,0.03,158246.03,113322.44875830469
43,687,1,1,1,-26479.736217338588,0.19,116096.96,-26479.736217338588
50,659,1,1,1,-106273.32397017816,0.2,154279.18,-106273.32397017816
53,963,1,2,1,5512.023642231244,0.35,110414.28,5512.023642231244
39,609,1,1,1,-68711.76502524976,0.07,77953.72,-68711.76502524976
43,756,3,2,4,45510.46597668149,0.19,147764.91,45510.46597668149
47,851,3,2,5,-171058.0436181725,0.05,13877.27,-163847.48893875894
63,804,3,2,4,55615.12939354319,0.3,74678.37,55615.12939354319
43,736,3,2,5,57994.53686368843,0.1,42360.79,57994.53686368843
46,678,1,1,1,9453.556377091983,0.23,111739.34,9453.556377091983
62,631,2,1,3,412455.5357407904,0.3,89190.13,412455.5357407904
53,630,1,1,1,5811.249479794377,0.27,79820.3,5811.249479794377
46,630,1,1,1,-4615.62237568914,0.08,64320.74,6867.2740582145225
50,642,1,1,1,248384.11503346343,0.31,151815.66,248384.11503346343
36,744,1,1,1,176899.59425923793,0.02,152145.66,176899.59425923793
47,931,2,4,3,-35963.35080297621,0.09,105150.1,-35963.35080297621
52,690,1,1,1,-280483.9945598948,0.23,80966.28,-280483.9945598948
42,552,1,1,1,139161.2718620205,0.29,158009.66,139161.2718620205
37,834,3,2,5,-17216.53513515017,0.16,23022.87,17211.341362799798
42,783,3,1,2,-153280.95723603177,0.28,62280.62,-153280.95723603177
50,644,1,1,1,349273.9229365863,0.04,91292.11,349273.9229365863
35,886,3,2,5,-81758.96988373177,0.04,196979.61,-81758.96988373177
44,797,1,1,1,17783.149638506355,0,58528.1,17783.149638506355
42,674,1,1,1,34398.63888394258,0.2,94064.78,34398.63888394258
54,895,3,2,5,-259018.91452619745,0.15,3603.17,-257024.45411930594
53,465,1,3,1,-224702.6269635569,0.02,143427.09,-224702.6269635569
52,465,3,3,5,-18095.07023211278,0.17,67597.52,-18095.07023211278
53,802,1,2,1,92358.03573411446,0.16,86391.61,92358.03573411446
55,529,3,1,1,-28952.200656143945,0.24,94299.14,-28952.200656143945
49,689,2,1,1,-128293.5497620423,0.05,176944.11,-128293.5497620423
44,632,3,2,5,-166387.6337293338,0.04,42980.65,-166387.6337293338
41,522,3,1,3,-188626.83501088596,0.18,174221.46,-188626.83501088596
47,570,1,1,1,47158.939262751424,0.11,80093.08,47158.939262751424
60,567,1,1,1,28626.727819298885,0.34,26916.5,28626.727819298885
37,682,3,2,5,147776.8342365559,0.17,50192.01,147776.8342365559
57,624,3,4,3,21909.01210565497,0.26,57760.29,21909.01210565497
60,621,2,2,3,-241250.98456839044,0.18,91075.1,-241250.98456839044
42,632,3,2,5,-305025.7517361913,0.3,68465.21,-305025.7517361913
49,538,1,1,1,883158.5899173056,0.02,61404.31,885189.0806305779
36,551,3,3,5,259929.50918017703,0.23,61210.18,259929.50918017703
50,474,1,3,1,-176969.65556932872,0.2,94368.51,-176969.65556932872
42,737,1,4,1,-282766.38498593506,0.09,27683.01,-241461.43511201875
47,448,1,1,1,102106.11990444604,0.13,45719.41,124872.1002297314
44,551,1,3,1,-59371.67324843237,0.1,59039.04,-45024.565893240084
59,597,3,4,1,44858.23088999837,0.12,103210.89,44858.23088999837
40,577,1,4,1,45909.26802273576,0.19,33924.76,139519.75589575456
45,522,1,1,1,-135580.95841180376,0.31,319466.32,-135580.95841180376
46,475,1,1,1,158303.8234069049,0.02,60615.71,161098.21285193256
38,476,1,1,1,-30350.771714075887,0.16,10628.66,8051.716581480785
35,909,2,3,5,-14729.715558091442,0.28,76099.79,-14729.715558091442
57,486,1,3,1,43484.06260711325,0.19,75634.89,43484.06260711325
52,465,3,3,5,38557.47045313042,0.26,37296.85,38557.47045313042
57,452,3,4,3,84624.29719658253,0.15,53550.89,84624.29719658253
57,488,3,3,3,-33516.54131355507,0.18,133276.77,-33516.54131355507
36,640,2,4,5,-325593.798444164,0.28,101467.54,-325593.798444164
44,699,2,1,3,273421.0615494848,0.13,125297.38,273421.0615494848
43,736,1,1,1,40959.78184994301,0.35,55463.39,72959.78184994301
42,571,1,1,1,-200644.2227582075,0.33,62477.29,-183644.2227582075
39,737,1,4,1,225204.03394383605,0.27,49743.47,265204.03394383605
63,688,3,2,2,23057.08457641984,0.09,42670.06,23057.08457641984
55,688,1,2,1,-46969.67842778963,0.34,40938.29,-26969.67842778963
63,1086,1,1,1,44225.218403479616,0.28,13297.73,44225.218403479616
60,1040,1,1,1,-8181.203456196463,0.26,13761.97,-8181.203456196463
44,588,1,1,1,299407.2138403456,0.23,126265.23,299407.2138403456
39,2099,2,3,1,45457.39671717591,0.14,23029.26,113107.93862180342
35,1360,2,1,3,159526.81960584348,0.19,95284.03,159526.81960584348
46,1039,1,1,1,-502.9276341430729,0.06,148526.04,-502.9276341430729
38,585,1,1,1,-113435.11186416232,0.17,46594.19,-71435.11186416232
36,659,1,4,1,518037.1956006227,0.32,13746.17,618733.165153804
51,1472,2,2,2,17705.28117565372,0.02,66215.84,17705.28117565372
42,538,3,1,3,75909.96696681608,0.07,203414.71,75909.96696681608
53,1036,1,1,1,38423.03051346013,0.14,165086.01,38423.03051346013
53,1036,3,1,3,106014.02332034764,0.22,103120.68,106014.02332034764
39,539,1,1,1,-164275.68606261414,0.01,103541.06,-164275.68606261414
39,689,1,1,1,-33123.75174183996,0.32,118219.42,-33123.75174183996
61,1100,1,1,1,252933.34000743905,0.05,78628.41,252933.34000743905
55,582,1,1,1,70864.58725913879,0.19,62096.92,74864.58725913879
46,619,1,1,1,83229.33625401098,0.09,113480.15,83229.33625401098
57,1202,3,1,3,-117988.33886875796,0.09,114237.52,-117988.33886875796
49,1202,2,1,3,45868.56167057501,0.01,159265.85,45868.56167057501
43,1311,2,1,3,141432.57884081415,0.16,61091.31,141432.57884081415
56,1044,1,1,1,-17290.848692134994,0.02,98972.25,-17290.848692134994
60,1054,1,1,1,435035.46308252,0.03,53178.5,435035.46308252
55,1091,1,1,1,70070.38296056945,0,28238.25,70070.38296056945
57,589,1,4,1,-79161.52303525883,0.27,96343.05,-79161.52303525883
54,497,1,1,1,138155.07418988683,0.31,131820.52,138155.07418988683
50,570,1,4,1,-26483.27482028108,0.02,31964.96,-21834.881370635732
61,1087,1,1,1,54396.7022553915,0.35,33873.26,54396.7022553915
55,570,2,1,3,74434.158881531,0.22,40809.13,74434.158881531
51,570,3,1,3,146375.99895985588,0.17,89733.34,146375.99895985588
47,1120,3,1,5,47278.2453554717,0.21,82993.73,47278.2453554717
37,1144,2,1,5,-57261.53231649556,0.32,164257.48,-57261.53231649556
58,1145,2,1,5,-143904.49186508922,0.28,43019.43,-143904.49186508922
56,554,1,1,1,119880.36922361744,0.06,4414.85,120441.45701761475
